row,RecordID,Publication,Pub,Taxon,Class,Order,Family,Species,SpeciesSynonyms,animal,phylo,Common.name,Genus,Species.name,Body.mass,Log.Mb,Primary.diet,Diet.details,Foraging.guild,Nesting.guild,Volent,n.captured,method.of.capture,Measure,Ecosystem,Tree.species,Cause.of.decline,Decline.cause,Decline.permanence,Decline.scale,Decline.speed,Decline.severity,Location,Temporal.or.Spatial,Temporal.y,Beta,r,t,F,p,chi,Decline.mean1,sd1,se1,95%.CI1,n1,Intact.mean2,sd2,se2,95%.CI2,n2,yi,log_yi,vi,Calcualted_from
537,537,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Passeriformes,Sturnidae,Sturnus vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,Common Starling ,Sturnus,vulgaris,78,0.28,I,I,GRO,CAV,,726,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,28.6875,22.15015049,,,16,14.83333333,8.651759427,,,18,0.8235791496,0.2609246179,0.1280302999,x and SD
538,538,"{Wentzel, Submitted #426}","Wentzel, Submitted ",Vertebrate,Bird,Coraciiformes,Meropidae,Merops ornatus,Merops_ornatus,Merops_ornatus,Merops_ornatus,"Bee-eater, Rainbow ",Merops,ornatus,,,I,I,AER,GRO,,23,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.8393929330,0.2646745136,0.1813454270,x and SD
539,539,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Fringillidae,Coccothraustes vespertinus,Coccothraustes_vespertinus,Coccothraustes_vespertinus,Coccothraustes_vespertinus,"grosbeak, Evening",Coccothraustes,vespertinus,,,S,,GRO,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.39,12.2,,,,,,,,,,,,,,0.8470758204,0.2664847231,0.0090432926,r
540,540,"{Tingley, 2002 #795}","Tingley, 2002 ",Vertebrate,Bird,Passeriformes,Vireonidae,Vireo olivaceus,Vireo_olivaceus,Vireo_olivaceus,Vireo_olivaceus,"Vireo, Red-eyed",Vireo,olivaceus,,,I,I,CAN,TREE,,20,Observation,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",0,,,+,,,,3.096266949,15,,,,1,4,,,,1,0.8612196595,0.2697976312,2.1854248255,chi
541,541,"{Rosemier, 2010 #29921}","Rosemier, 2010 ",Vertebrate,Mammal,Rodentia,Cricetidae,Myodes gapperi,Myodes_gapperi,Myodes_gapperi,Myodes_gapperi,Southern red-backed vole,Myodes,gapperi,42,0.21,L,O,GRO,GRO,N,5.416666667,Trapping,Population estimates,American beech,Fagus grandifolia,Beech Bark Disease (introduced scale insect Cryptococcus fagisuga +),Insect,1,1,1,3,"Michigan, USA",0,,,,,,,,1.083333333,1.714318783,0.766666667,,15,0,0,0,,15,0.8694969431,0.2717247594,0.1459337489,x and SD
542,542,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Parulidae,Seiurus aurocapilla ,Seiurus_aurocapilla,Seiurus_aurocapilla,Seiurus_aurocapilla,Ovenbird,Seiurus,aurocapillus,,,I,I,GRO,GRO,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.35,0.4,,,,,,,,,,,,,,,0.8728715609,0.2725079951,0.0243328352,r
543,543,"{Showalter, 2002 #854}","Showalter, 2002 ",Vertebrate,Bird,Piciformes,Picidae,Leuconotopicus villosus,Picoides_villosus,Picoides_villosus,Picoides_villosus,"Woodpecker, Hairy ",Leuconotopicus,villosus,,,I,I,BAR,CAV,,15,Observation,,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,15,<0.001,0.4,,2.45,0.14,,,,,,,,,,,,0.8728715609,0.2725079951,0.1009282685,r
544,544,"{Dundas, Unpublished data #544}","Dundas, Unpub.",Vertebrate,Reptile,Squamata,Scincidae,Ctenotus_delli,Ctenotus_delli,Ctenotus_delli,Ctenotus_delli,,Ctenotus,delli, SVL <10cm,,I,I,GRO,,,13,Pitfall trapping,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,2.75,3.095695937,,,4,0.5,0.577350269,,,4,0.8777034932,0.2736270142,0.5481477139,x and SD
545,545,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Passeriformes,Troglodytidae,Thryothorus ludovicianus,Thryothorus_ludovicianus,Thryothorus_ludovicianus,Thryothorus_ludovicianus,"Wren, Carolina",Thryothorus,ludovicianus,,,I,I,LOW,CAV,,11,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,0.5625,0.62915287,,,16,0.111111111,0.323380833,,,18,0.8975407178,0.2781911038,0.1299023106,x and SD
546,546,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Myiarchus crinitus,Myiarchus_crinitus,Myiarchus_crinitus,Myiarchus_crinitus,"Flycatcher, Great Crested ",Myiarchus,crinitus,,,I,I,AER,CAV,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.16,0.42,,,,,,,,,,,,,,,0.9255952497,0.2845650059,0.0233918398,r
547,547,"{Showalter, 2002 #854}","Showalter, 2002 ",Vertebrate,Bird,Piciformes,Picidae,Dryobates pubescens,Picoides_pubescens,Picoides_pubescens,Picoides_pubescens,"Woodpecker, Downy ",Dryobates,pubescens,,,I,I,BAR,CAV,,15,Observation,,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,15,<0.001,0.424264069,,2.78,0.11,,,,,,,,,,,,0.9370425721,0.2871391657,0.0961681244,r
548,548,"{Campeotto, 1987 #29886}","Campeotto, 1987 ",Vertebrate,Bird,Passeriformes,Petroicidae,Petroica boodang,Petroica_multicolor,Petroica_multicolor,Petroica_multicolor,"Robin, Scarlet ",Petroica,boodang,,,I,I,AER,TREE,,10,,Densities (in Birds per Hectare),Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,1.8,8,,,,2,2,,,,2,0.9400000000,0.2878017299,0.0000000010,chi
549,549,"{Dundas, Unpublished data #544}","Dundas, Unpub.",Vertebrate,Bird,Charadriiformes,Turnicidae,Turnix varius,Turnix_varius,Turnix_varius,Turnix_varius,Painted buttonquail,Turnix,varius,,,S,S,GRO,GRO,,42,Camera,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,8,6.87992248,,,4,2.5,1.914854216,,,4,0.9460754388,0.2891596715,0.5559411710,x and SD
550,550,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Passeriformes,Mimidae,Dumetella carolinensis,Dumetella_carolinensis,Dumetella_carolinensis,Dumetella_carolinensis,Gray catbird,Dumetella,carolinensis,,,I,IF,LOW,LOW,,32,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,1.6875,2.023816527,,,16,0.277777778,0.57451315,,,18,0.9508625247,0.2902266662,0.1313517253,x and SD
551,551,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Troglodytidae,Troglodytes aedon,Troglodytes_aedon,Troglodytes_aedon,Troglodytes_aedon,"Wren, House ",Troglodytes,aedon,,,I,I,LOW,CAV,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.72,0.43,,,,,,,,,,,,,,,0.9525614565,0.2906047121,0.0229114346,r
552,552,"{Lance, 2000 #1165}","Lance, 2000 ",Vertebrate,Bird,Passeriformes,Turdidae,Catharus ustulatus,Catharus_ustulatus,Catharus_ustulatus,Catharus_ustulatus,"Thrush, Swainson’s ",Catharus,ustulatus,,,I,IF,AER,LOW,,14,,,White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,2.659382591,11,,,,1,3,,,,1,0.9600194136,0.2922603730,2.2304093186,chi
553,553,"{Edworthy, 2011 #29922}","Edworthy, 2011 ",Vertebrate,Bird,Piciformes,Picidae,Dryocopus pileatus,Dryocopus_pileatus,Dryocopus_pileatus,Dryocopus_pileatus,"Woodpecker, pileated",Dryocopus,pileatus,,,I,I,BAR,CAV,,29,surveys,Abundance,Lodgepole pine forest,Pinus contortus,Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,British Columbia,1,15,,0.435889894,,,,,,,,,,,,,,,0.9686442087,0.2941672336,0.0468771568,r
554,554,"{Matsuoka, 2001 #833}","Matsuoka, 2001 ",Vertebrate,Bird,Passeriformes,Fringillidae,Carduelis flammea,Carduelis_flammea,Carduelis_flammea,Carduelis_flammea,Common Redpoll ,Carduelis,flammea,,,S,S,CAN,LOW,,66,,densities (individuals/ha),White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,,0.37,0.18,0.09,46,4,0.2,0.134164079,0.06,20,5,0.9712028588,0.2947313203,0.5024019441,x and SD
555,555,"{Bell, 1997 #7584}","Bell, 1997 ",Vertebrate,Bird,Passeriformes,Cardinalidae,Passerina cyanea,Passerina_cyanea,Passerina_cyanea,Passerina_cyanea,Indigo bunting,Passerina,cyanea,,,S,S,GRO,LOW,,1697,observation,density estimates,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,9,,,,,,,35,29.76,4.96,,36,11.5,16.08912055,2.61,,38,0.9795670824,0.2965702235,0.0605770245,x and SD
556,556,"{Tingley, 2002 #795}","Tingley, 2002 ",Vertebrate,Bird,Piciformes,Picidae,Leuconotopicus villosus,Picoides_villosus,Picoides_villosus,Picoides_villosus,"Woodpecker, Hairy ",Leuconotopicus,villosus,,,I,I,BAR,CAV,,14,Observation,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",0,,,,,,,2.843947674,12,,,,1,3,,,,1,0.9910342434,0.2990787294,2.2455372179,chi
557,557,"{Bell, 1997 #7584}","Bell, 1997 ",Vertebrate,Bird,Passeriformes,Certhiidae,Certhia americana,Certhia_americana,Certhia_americana,Certhia_americana,Brown creeper,Certhia,americana,,,I,I,BAR,TREE,,439,observation,density estimates,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,9,,,,,,,12.2,18.12,3.02,,36,0,0,0,,44,0.9954122254,0.3000326287,0.0566978349,x and SD
558,558,"{Wentzel, Submitted #426}","Wentzel, Submitted ",Vertebrate,Bird,Coraciiformes,Alcedinidae,Dacelo novaeguineae,Dacelo_novaeguineae,Dacelo_novaeguineae,Dacelo_novaeguineae,"Kookaburra, Laughing ",Dacelo,novaeguineae,,,O,V,AER,TREE,,10,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.9971131530,0.3004026719,0.1873798883,x and SD
559,559,"{Swinburn, 2009 #32049}","Swinburn, 2009 ",Vertebrate,Reptile,Squamata,Agamidae,Rankinia_adelaidensis,Rankinia_adelaidensis,Rankinia_adelaidensis,Rankinia_adelaidensis,,Rankinia,adelaidensis,,,I,I,GRO,,,21,Trapping,,Banksia woodland,Banksia spp.,Phytophthora cinnamomi,Pathogen,1,0.5,1,2.5,sw Western Australia,0,,,1.04,-1.47,,,,2.6,0.889863787,,0.78,5,1.6,0.889863787,,0.78,5,1.0144286652,0.3041518928,0.4514532758,x and SD
560,560,"{Canterbury, 1997 #836}","Canterbury, 1997 ",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga coronata ,Dendroica_coronata,Dendroica_coronata,Dendroica_coronata,"Warbler, Yellow-rumped ",Setophaga,coronata,,,I,I,CAN,TREE,,14,Observation,Territories (number per 10ha),Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Minnesota, USA",1,11,,,,,,,1.633333333,1.4571662,,,3,0.233333333,0.404145188,,,3,1.0446761129,0.3106245233,0.7576123484,x and SD
561,561,"{Tingley, 2002 #795}","Tingley, 2002 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Myiarchus crinitus,Myiarchus_crinitus,Myiarchus_crinitus,Myiarchus_crinitus,"Flycatcher, Great Crested ",Myiarchus,crinitus,,,I,I,AER,CAV,,16,Observation,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",0,,,,,,,3.429952128,13,,,,1,3,,,,1,1.0544888689,0.3127037926,2.2779866937,chi
562,562,"{DeGraaf, 1987 #32058}","DeGraaf, 1987 ",Vertebrate,Bird,Passeriformes,Icteridae,Molothrus ater,Molothrus_ater,Molothrus_ater,Molothrus_ater,"Cowbird, Brown-headed",Molothrus,ater,,,I,I,GRO,TREE,,14,,Counts,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Pennsylvania, USA",0,,,,,,,1.142857143,5.5,2.121320344,,,2,1.5,2.121320344,,,2,1.0638460808,0.3146773050,1.1414710605,x and SD
563,563,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Paridae,Poecile atricapillus,Parus_atricapillus,Parus_atricapillus,Parus_atricapillus,"Chickadee, Black-capped ",Parus,atricapillus,,,I,I,CAN,CAV,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.17,0.47,,,,,,,,,,,,,,,1.0649549865,0.3149105890,0.0209320708,r
564,564,"{Matsuoka, 2001 #833}","Matsuoka, 2001 ",Vertebrate,Bird,Passeriformes,Passerelidae,Junco hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Dark-eyed Junco,Junco,hyemalis,,,S,S,GRO,GRO,,179,,densities (individuals/ha),White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,,1.5,0.42,0.21,116,4,1.02,0.380131556,0.17,63,5,1.0719867305,0.3163869698,0.5138419750,x and SD
565,565,"{Davis, 2014 #31982}","Davis, 2014 ",Vertebrate,Bird,Passeriformes,Meliphagidae,Gliciphila melanops,Phylidonyris_melanops,Phylidonyris_melanops,Phylidonyris_melanops,"Honeyeater, Tawny-crowned ",Gliciphila,melanops,,,N,NI,LOW,LOW,,17,Observation,,Banksia woodland,Banksia spp.,Phytophthora cinnamomi,Pathogen,1,0.5,1,2.5,sw Western Australia,0,,3.73,,,,,,0.31,0.317490157,0.12,,7,0.04,0.052915026,0.02,,7,1.1103189169,0.3243480920,0.3297431463,x and SD
566,566,"{Canterbury, 1997 #836}","Canterbury, 1997 ",Vertebrate,Bird,Passeriformes,Vireonidae,Vireo olivaceus,Vireo_olivaceus,Vireo_olivaceus,Vireo_olivaceus,"Vireo, Red-eyed",Vireo,olivaceus,,,I,I,CAN,TREE,,428,Observation,Territories (number per 10ha),Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Minnesota, USA",1,11,,,,,,,33.53333333,8.177000265,,,3,23.46666667,5.928181284,,,3,1.1246735180,0.3272922049,0.7720742102,x and SD
567,567,"{Wentzel, Unpublished data #545}","Wentzel, Unpub.",Vertebrate,Bird,Psittaciformes,Psittaculidae,Barnardius zonarius,Barnardius_zonarius,Barnardius_zonarius,Barnardius_zonarius,Australian Ringneck ,Barnardius,zonarius,,,S,S,GRO,CAV,,48,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,1.1249396191,0.3273465939,0.1930310239,x and SD
568,568,"{DeGraaf, 1987 #32058}","DeGraaf, 1987 ",Vertebrate,Bird,Passeriformes,Troglodytidae,Troglodytes aedon,Troglodytes_aedon,Troglodytes_aedon,Troglodytes_aedon,"Wren, House ",Troglodytes,aedon,,,I,I,LOW,CAV,,24,,Counts,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Pennsylvania, USA",0,,,,,,,2.666666667,10,5.656854249,,,2,2,0,,,2,1.1283791672,0.3280489994,1.1591549431,x and SD
569,569,"{Dundas, Unpublished data #544}","Dundas, Unpub.",Vertebrate,Reptile,Squamata,Agamidae,Pogona_minor,Pogona_minor,Pogona_minor,Pogona_minor,Western Bearded Dragon,Pogona,minor,,,I,I,GRO,,,50,Camera,,Jarrah forest,Eucalyptus marginata,Drought,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,9.75,6.994045086,,,4,2.75,2.872281323,,,4,1.1372992994,0.3298653434,0.5808406060,x and SD
570,570,"{Swinburn, 2009 #32049}","Swinburn, 2009 ",Vertebrate,Mammal,Rodentia,Muridae,Mus musculus,Mus_musculus,Mus_musculus,Mus_musculus,House mouse,Mus,musculus,18,0.1,S,S,GRO,GRO,N,18,Trapping,,Banksia woodland,Banksia spp.,Phytophthora cinnamomi,Pathogen,1,0.5,1,2.5,sw Western Australia,0,,,0.78,-1.11,,,,2.6,1.505923332,,1.32,5,1,0.969723358,,0.85,5,1.1403848616,0.3304918706,0.4650238816,x and SD
571,571,"{Garneau, 2012 #29920}","Garneau, 2012 ",Vertebrate,Mammal,Rodentia,Dipodidae,Napeozapus insignius,Napeozapus_insignius,Napeozapus_insignius,Napeozapus_insignius,Woodland Jumping Mice,Napeozapus,insignius,35,0.19,S,S,GRO,GRO,N,180,Trapping,Counts,American beech,Fagus grandifolia,Beech Bark Disease (introduced scale insect Cryptococcus fagisuga +),Insect,1,1,1,3,"New York and Vermont, USA",0,,,0.5,,,,,,,,,,,,,,,1.1547005384,0.3333869202,0.0062849472,r
572,572,"{Tingley, 2002 #795}","Tingley, 2002 ",Vertebrate,Bird,Passeriformes,Paridae,Baeolophus bicolor,Baeolophus_bicolor,Baeolophus_bicolor,Baeolophus_bicolor,Tufted titmouse,Baeolophus,bicolor,,,I,I,CAN,CAV,,40,Observation,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",0,,,0.5,,,+,17.53546667,39,,,,1,1,,,,1,1.1547005384,0.3333869202,0.0288491547,r
573,573,"{Showalter, 2002 #854}","Showalter, 2002 ",Vertebrate,Bird,Piciformes,Picidae,Dryocopus pileatus,Dryocopus_pileatus,Dryocopus_pileatus,Dryocopus_pileatus,"Woodpecker, pileated",Dryocopus,pileatus,,,I,I,BAR,CAV,,15,Observation,,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,15,0.001,0.5,,4.43,0.05,,,,,,,,,,,,1.1547005384,0.3333869202,0.0804220825,r
574,574,"{Tingley, 2002 #795}","Tingley, 2002 ",Vertebrate,Bird,Passeriformes,Tyrannidae,Contopus virens,Contopus_virens,Contopus_virens,Contopus_virens,"Wood-pewee, Eastern",Contopus,virens,,,I,I,AER,TREE,,14,Observation,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",0,,,0.5,,,**,7.21325,14,,,,1,0,,,,1,1.1547005384,0.3333869202,0.0866195853,r
575,575,"{Lance, 2000 #1165}","Lance, 2000 ",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga coronata ,Dendroica_coronata,Dendroica_coronata,Dendroica_coronata,"Warbler, Yellow-rumped ",Setophaga,coronata,,,I,I,CAN,TREE,,19,,,White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,4.897673432,16,,,,1,3,,,,1,1.1688261290,0.3362247368,2.3415386299,chi
576,576,"{Canterbury, 1997 #836}","Canterbury, 1997 ",Vertebrate,Bird,Passeriformes,Parulidae,Geothlypis trichas,Geothlypis_trichas,Geothlypis_trichas,Geothlypis_trichas,"Yellowthroat, common",Geothlypis,trichas,,,I,I,LOW,LOW,,74,Observation,Territories (number per 10ha),Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Minnesota, USA",1,11,,,,,,,7.333333333,3.797806384,,,3,2.533333333,2.411085509,,,3,1.2040008892,0.3432117654,0.7874681784,x and SD
577,577,"{Bell, 1997 #7584}","Bell, 1997 ",Vertebrate,Bird,Passeriformes,Parulidae,Helmitheros vermivorum,Helmitheros_vermivorum,Helmitheros_vermivorum,Helmitheros_vermivorum,"Warbler, worm-eating",Helmitheros,vermivorum,,,I,I,LOW,GRO,,1140,observation,density estimates,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"West Virginia, USA",1,9,,,,,,,23.1,15.3,2.55,,36,7.7,9.613324087,1.52,,40,1.2072638981,0.3438542600,0.0623665022,x and SD
578,578,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Passeriformes,Parulidae,Geothlypis trichas,Geothlypis_trichas,Geothlypis_trichas,Geothlypis_trichas,"Yellowthroat, common",Geothlypis,trichas,,,I,I,LOW,LOW,,80,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,3.3125,1.701714821,,,16,1.5,1.200490096,,,18,1.2145134069,0.3452783139,0.1397473617,x and SD
579,579,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Passeriformes,Passerelidae,Pipilo erythrophthalmus,Pipilo_erythrophthalmus,Pipilo_erythrophthalmus,Pipilo_erythrophthalmus,"Towhee, Eastern",Pipilo,erythrophthalmus,,,S,SI,GRO,GRO,,17,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,1.0625,1.236594787,,,16,0,0,,,18,1.2252789615,0.3473844620,0.1401336222,x and SD
580,580,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Turdidae,Catharus fuscescens,Catharus_fuscescens,Catharus_fuscescens,Catharus_fuscescens,Veery,Catharus,fuscescens,,,I,I,GRO,LOW,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.13,0.53,,,,,,,,,,,,,,,1.2500034766,0.3521831892,0.0178319091,r
581,581,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Fringillidae,Haemorhous purpureus,Carpodacus_purpureus,Carpodacus_purpureus,Carpodacus_purpureus,"Finch, purple",Haemorhous,purpureus,,,S,,CAN,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.54,2.24,,,,,,,,,,,,,,1.2831708326,0.3585384077,0.0063123655,r
582,582,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Piciformes,Picidae,Melanerpes carolinus,Melanerpes_carolinus,Melanerpes_carolinus,Melanerpes_carolinus,"Woodpecker, Red-bellied",Melanerpes,carolinus,,,S,SI,CAN,CAV,,53,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,2.25,1.238278375,,,16,0.944444444,0.639137491,,,18,1.3176992716,0.3650570843,0.1435898404,x and SD
583,583,"{Wentzel, Unpublished data #545}","Wentzel, Unpub.",Vertebrate,Bird,Passeriformes,Pachycephalidae,Pachycephala pectoralis,Pachycephala_pectoralis,Pachycephala_pectoralis,Pachycephala_pectoralis,"Whistler, Golden",Pachycephala,pectoralis,,,I,I,CAN,TREE,,31,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,1.3338642839,0.3680755979,0.2037332068,x and SD
584,584,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Passeriformes,Passerelidae,Spizella pusilla,Spizella_pusilla,Spizella_pusilla,Spizella_pusilla,"Sparrow, Field ",Spizella,pusilla,,,S,SI,GRO,GRO,,47,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,2.3125,1.662077014,,,16,0.555555556,0.783823376,,,18,1.3471904190,0.3705483237,0.1447455853,x and SD
585,585,"{Edworthy, 2011 #29922}","Edworthy, 2011 ",Vertebrate,Bird,Piciformes,Picidae,Dryobates pubescens,Picoides_pubescens,Picoides_pubescens,Picoides_pubescens,"Woodpecker, Downy ",Dryobates,pubescens,,,I,I,BAR,CAV,,91,surveys,Abundance,Lodgepole pine forest,Pinus contortus,Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,British Columbia,1,15,,0.565685425,,,,,,,,,,,,,,,1.3719886813,0.3751126123,0.0102756912,r
586,586,"{Bull, 1983 #7591}","Bull, 1983 ",Vertebrate,Bird,Passeriformes,Fringillidae,Haemorhous cassinii,Carpodacus_cassinii,Carpodacus_cassinii,Carpodacus_cassinii,Cassin's Finch,Haemorhous,cassinii,,,S,S,CAN,TREE,,15,observation,Abundance,Lodgepole pine forest,Pinus contortus,Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"Oregon, USA",0,,,0.571937943,,,,,,,,,,,,,,,1.3944657094,0.3792086220,0.0647162683,r
587,587,"{Bull, 1983 #7591}","Bull, 1983 ",Vertebrate,Bird,Piciformes,Picidae,Leuconotopicus villosus,Picoides_villosus,Picoides_villosus,Picoides_villosus,"Woodpecker, Hairy ",Leuconotopicus,villosus,,,I,I,BAR,CAV,,43,observation,Abundance,Lodgepole pine forest,Pinus contortus,Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"Oregon, USA",0,,,0.575669345,,,,,,,,,,,,,,,1.4080508929,0.3816656613,0.0212884623,r
